Year,CO2(ppmv),CH4,Anomaly,Irish Anomaly
-127129,,,3.5500000000000114,
-127147,,536.6666667,,
-127168,,,3.4499999999999886,
-127208,,,4.949999999999989,
-127244,,,4.050000000000011,
-127281,,,3.6500000000000057,
-127318,,,4.349999999999994,
-127323,,551.5,,
-127355,,,3.8499999999999943,
-127392,,,3.9499999999999886,
-127430,,,4.050000000000011,
-127467,,,3.9499999999999886,
-127494,,550.7,,
-127505,,,3.6500000000000057,
-127543,,,2.5500000000000114,
-127582,,,3.0500000000000114,
-127622,,,4.349999999999994,
-127662,,,3.9499999999999886,
-127678,,531.0,,
-127700,,,3.5500000000000114,
-127705,260.61,,,
-127738,,,3.75,
-127776,,,4.050000000000011,
-127814,,,3.4499999999999886,
-127853,,,2.9499999999999886,
-127856,,515.0,,
-127892,,,3.5500000000000114,
-127931,,,4.050000000000011,
-127970,,,2.25,
-128010,,,2.8499999999999943,
-128049,,,4.050000000000011,
-128060,,512.1,,
-128089,,,2.9499999999999886,
-128129,,,2.6500000000000057,
-128168,,,3.3499999999999943,
-128208,,,3.4499999999999886,
-128248,,,2.4499999999999886,
-128283,,499.3333333,,
-128289,,,2.4499999999999886,
-128330,,,3.9499999999999886,
-128372,,,1.5500000000000114,
-128414,,,1.9499999999999886,
-128423,251.84,,,
-128457,,,2.9499999999999886,
-128459,,521.2,,
-128500,,,2.3499999999999943,
-128543,,,2.1500000000000057,
-128586,,,1.6500000000000057,
-128629,,,1.8499999999999943,
-128673,,,1.8499999999999943,
-128689,,518.0,,
-128717,,,1.6500000000000057,
-128762,,,1.75,
-128808,,,0.6500000000000057,
-128854,,,1.25,
-128868,250.84,,,
-128901,,,1.4499999999999886,
-128924,,487.1,,
-128946,,,1.3499999999999943,
-128992,,,1.25,
-129038,,,1.6500000000000057,
-129084,,,1.25,
-129130,,,0.5500000000000114,
-129162,,493.0,,
-129177,,,0.9499999999999886,
-129223,,,1.3499999999999943,
-129269,,,0.9499999999999886,
-129316,,,1.6500000000000057,
-129363,,,0.6500000000000057,
-129372,241.13,,,
-129401,,494.1,,
-129410,,,0.8499999999999943,
-129457,,,-0.75,
-129509,,,-0.25,
-129561,,,0.25,
-129614,,,-0.15000000000000568,
-129666,,,-0.15000000000000568,
-129674,,479.2,,
-129718,,,-0.6500000000000057,
-129771,,,-0.5500000000000114,
-129825,,,-0.75,
-129879,,,-0.8499999999999943,
-129933,,,-0.3499999999999943,
-129955,,455.8,,
-129989,,,-1.8499999999999943,
-130026,232.28,,,
-130046,,,-1.6500000000000057,
-130103,,,-0.5500000000000114,
-130156,,,-0.6500000000000057,
-130209,,,-0.3499999999999943,
-130257,,461.3333333,,
-130262,,,-1.0500000000000114,
-130318,,,-1.3499999999999943,
-130374,,,-1.25,
-130430,,,-1.4499999999999886,
-130487,,,-1.0500000000000114,
-130544,,,-2.1500000000000057,
-130596,,461.7,,
-130602,,,-2.5500000000000114,
-130662,,,-1.6500000000000057,
-130722,,,-2.4499999999999886,
-130759,228.0,,,
-130783,,,-2.25,
-130844,,,-2.6500000000000057,
-130905,,,-2.4499999999999886,
-130925,,460.3333333,,
-130967,,,-3.25,
-130981,224.63,,,
-131029,,,-3.0500000000000114,
-131091,,,-1.9499999999999886,
-131154,,,-2.1500000000000057,
-131217,,,-3.6500000000000057,
-131281,,,-3.5500000000000114,
-131289,,448.8,,
-131345,,,-2.4499999999999886,
-131404,,,-2.25,
-131464,,,-2.5500000000000114,
-131524,,,-3.3499999999999943,
-131590,,,-3.6500000000000057,
-131653,,506.3333333,,
-131656,,,-4.150000000000006,
-131723,,,-2.5500000000000114,
-131787,,,-3.8499999999999943,
-131825,222.74,,,
-131852,,,-3.75,
-131917,,,-4.050000000000011,
-131984,,,-4.550000000000011,
-132034,,427.5,,
-132052,,,-3.5500000000000114,
-132120,,,-4.449999999999989,
-132189,,,-4.349999999999994,
-132259,,,-4.349999999999994,
-132329,,,-4.75,
-132400,,,-4.650000000000006,
-132438,,436.3333333,,
-132471,,,-4.650000000000006,
-132543,,,-5.150000000000006,
-132572,212.43,,,
-132617,,,-4.949999999999989,
-132691,,,-5.150000000000006,
-132765,,,-5.75,
-132844,,,-5.75,
-132850,,415.1,,
-132923,,,-5.849999999999994,
-133002,,,-6.449999999999989,
-133087,,,-6.550000000000011,
-133172,,,-6.550000000000011,
-133257,,,-6.650000000000006,
-133342,,,-6.949999999999989,
-133351,,403.6,,
-133427,,,-5.650000000000006,
-133513,,,-6.849999999999994,
-133597,,,-6.25,
-133682,,,-5.449999999999989,
-133767,,,-6.25,
-133852,,381.5,,
-133857,,,-7.25,
-133948,,,-6.75,
-134039,,,-7.25,
-134137,,,-7.550000000000011,
-134236,,,-7.550000000000011,
-134335,,,-6.349999999999994,
-134422,,408.6666667,,
-134430,,,-7.349999999999994,
-134526,,,-6.949999999999989,
-134615,203.74,,,
-134622,,,-7.25,
-134720,,,-7.550000000000011,
-134818,,,-6.25,
-134855,,375.0,,
-134917,,,-6.25,
-135014,,,-7.050000000000011,
-135112,,,-6.949999999999989,
-135210,,,-6.949999999999989,
-135311,,,-6.550000000000011,
-135412,,,-7.449999999999989,
-135513,,,-7.050000000000011,
-135574,,394.6666667,,
-135615,,,-6.75,
-135718,,,-7.150000000000006,
-135813,199.18,,,
-135821,,,-6.849999999999994,
-135868,,394.9,,
-135927,,,-7.349999999999994,
-136033,,,-7.349999999999994,
-136139,,,-6.75,
-136248,,,-7.650000000000006,
-136357,,,-7.25,
-136466,,,-7.550000000000011,
-136501,,405.6666667,,
-136584,,,-8.25,
-136702,,,-7.849999999999994,
-136820,,,-7.75,
-136884,198.55,,,
-136919,,367.6,,
-136938,,,-7.75,
-137056,,,-7.550000000000011,
-137174,,,-7.349999999999994,
-137290,,,-7.349999999999994,
-137407,,,-7.650000000000006,
-137455,,432.3333333,,
-137524,,,-7.949999999999989,
-137644,,,-7.349999999999994,
-137764,,,-7.949999999999989,
-137885,,,-6.849999999999994,
-137999,192.75,,,
-138005,,,-8.050000000000011,
-138021,,357.7,,
-138125,,,-7.949999999999989,
-138245,,,-7.25,
-138364,,,-7.050000000000011,
-138483,,,-7.849999999999994,
-138567,,342.4,,
-138602,,,-7.550000000000011,
-138726,,,-7.849999999999994,
-138851,,,-7.949999999999989,
-138976,,,-8.050000000000011,
-139101,,,-7.550000000000011,
-139124,,349.1,,
-139226,,,-7.650000000000006,
-139351,,,-7.25,
-139476,,,-7.650000000000006,
-139601,,,-8.150000000000006,
-139667,,359.0,,
-139727,,,-6.849999999999994,
-139845,,,-6.75,
-139963,,,-7.349999999999994,
-140081,,,-6.650000000000006,
-140202,,,-7.25,
-140216,,368.1,,
-140323,,,-7.650000000000006,
-140410,196.51,,,
-140445,,,-8.150000000000006,
-140572,,,-7.449999999999989,
-140699,,,-7.550000000000011,
-140826,,,-6.949999999999989,
-140827,,375.3333333,,
-140943,,,-7.150000000000006,
-141060,,,-6.550000000000011,
-141177,,,-7.050000000000011,
-141259,,385.1,,
-141300,,,-7.75,
-141423,,,-7.650000000000006,
-141547,,,-7.849999999999994,
-141664,,,-6.849999999999994,
-141701,194.59,,,
-141781,,,-6.349999999999994,
-141848,,401.3333333,,
-141899,,,-7.349999999999994,
-142021,,,-7.949999999999989,
-142143,,,-7.150000000000006,
-142265,,,-7.949999999999989,
-142352,,400.875,,
-142386,,,-7.75,
-142507,,,-6.949999999999989,
-142628,,,-6.449999999999989,
-142742,,,-7.150000000000006,
-142849,196.02,,,
-142856,,,-7.150000000000006,
-142883,,375.3333333,,
-142970,,,-7.349999999999994,
-143085,,,-6.75,
-143201,,,-7.349999999999994,
-143317,,,-7.150000000000006,
-143432,,,-6.75,
-143448,,390.9,,
-143548,,,-7.849999999999994,
-143664,,,-7.050000000000011,
-143776,,,-6.949999999999989,
-143889,,,-6.75,
-144002,,,-7.849999999999994,
-144078,,402.3,,
-144120,,,-7.25,
-144158,193.59,,,
-144239,,,-7.650000000000006,
-144358,,,-8.150000000000006,
-144473,,,-7.650000000000006,
-144482,,409.8,,
-144588,,,-6.25,
-144703,,,-6.949999999999989,
-144815,,,-7.349999999999994,
-144928,,,-7.150000000000006,
-145041,,,-6.849999999999994,
-145097,,421.0,,
-145144,,,-7.050000000000011,
-145247,,,-4.550000000000011,
-145350,,,-7.150000000000006,
-145458,,,-6.550000000000011,
-145559,,423.4,,
-145566,,,-6.75,
-145674,,,-6.349999999999994,
-145785,,,-7.150000000000006,
-145896,,,-7.449999999999989,
-146008,,,-7.650000000000006,
-146084,,470.6666667,,
-146125,,,-7.75,
-146243,,,-7.349999999999994,
-146283,195.81,,,
-146361,,,-7.650000000000006,
-146471,,,-6.949999999999989,
-146581,,,-6.25,
-146632,,427.8,,
-146692,,,-6.25,
-146798,,,-7.050000000000011,
-146904,,,-6.25,
-147011,,,-6.050000000000011,
-147118,,,-6.849999999999994,
-147225,,,-7.050000000000011,
-147240,,432.6666667,,
-147333,,,-7.25,
-147444,,,-7.150000000000006,
-147516,201.78,,,
-147556,,,-6.550000000000011,
-147668,,,-7.050000000000011,
-147685,,441.2,,
-147780,,,-7.150000000000006,
-147892,,,-6.949999999999989,
-148004,,,-7.349999999999994,
-148115,,,-6.75,
-148176,,404.3333333,,
-148226,,,-6.75,
-148337,,,-5.75,
-148439,,,-6.75,
-148542,,,-5.75,
-148644,202.51,,,
-148645,,,-6.050000000000011,
-148698,,400.1,,
-148745,,,-5.849999999999994,
-148845,,,-5.849999999999994,
-148946,,,-5.75,
-149047,,,-6.050000000000011,
-149148,,,-5.849999999999994,
-149233,,432.2,,
-149250,,,-6.449999999999989,
-149355,,,-6.449999999999989,
-149460,,,-6.150000000000006,
-149494,202.35,,,
-149565,,,-6.349999999999994,
-149671,,,-6.25,
-149764,,422.0,,
-149777,,,-6.550000000000011,
-149883,,,-6.650000000000006,
-149988,,,-6.25,
-150094,,,-6.050000000000011,
-150200,,,-6.949999999999989,
-150306,,,-5.849999999999994,
-150410,,425.6666667,,
-150413,,,-6.449999999999989,
-150520,,,-6.550000000000011,
-150628,,,-6.449999999999989,
-150736,,,-6.650000000000006,
-150831,,413.0,,
-150845,,,-6.650000000000006,
-150954,,,-6.75,
-151063,,,-6.449999999999989,
-151173,,,-6.25,
-151279,,,-6.550000000000011,
-151386,,,-6.25,
-151388,,401.5,,
-151493,,,-5.75,
-151599,,,-6.25,
-151705,,,-6.949999999999989,
-151812,,,-5.25,
-151824,198.78,,,
-151918,,,-6.75,
-151972,,402.6,,
-152025,,,-6.75,
-152132,,,-6.949999999999989,
-152246,,,-7.449999999999989,
-152361,,,-6.75,
-152476,,,-6.75,
-152514,,393.3333333,,
-152588,,,-6.650000000000006,
-152700,,,-6.849999999999994,
-152812,,,-7.25,
-152934,,,-7.949999999999989,
-152939,196.3,,,
-153057,,,-7.849999999999994,
-153071,,384.5,,
-153180,,,-6.849999999999994,
-153296,,,-7.050000000000011,
-153412,,,-7.25,
-153529,,,-7.449999999999989,
-153614,,406.6666667,,
-153654,,,-8.150000000000006,
-153779,,,-7.849999999999994,
-153905,,,-7.550000000000011,
-154030,,,-7.949999999999989,
-154155,,,-7.75,
-154208,,399.2,,
-154280,,,-7.349999999999994,
-154356,189.38,,,
-154403,,,-7.349999999999994,
-154526,,,-8.150000000000006,
-154650,,,-7.25,
-154770,,,-7.25,
-154832,,421.7,,
-154890,,,-7.449999999999989,
-155011,,,-7.849999999999994,
-155145,,,-8.75,
-155280,,,-8.949999999999989,
-155415,,,-8.75,
-155480,,400.2,,
-155545,,,-7.650000000000006,
-155675,,,-7.849999999999994,
-155806,,,-8.449999999999989,
-155932,,,-7.449999999999989,
-156047,,410.0,,
-156058,,,-7.550000000000011,
-156185,,,-7.650000000000006,
-156312,,,-7.550000000000011,
-156439,,,-8.449999999999989,
-156567,,,-8.050000000000011,
-156569,,407.2,,
-156690,,,-7.150000000000006,
-156716,189.0,,,
-156814,,,-7.349999999999994,
-156938,,,-7.349999999999994,
-157047,,440.0,,
-157061,,,-7.349999999999994,
-157185,,,-7.949999999999989,
-157309,,,-5.949999999999989,
-157416,,,-5.849999999999994,
-157523,,,-6.349999999999994,
-157526,,406.9,,
-157630,,,-5.75,
-157741,,,-7.050000000000011,
-157766,185.5,,,
-157852,,,-6.449999999999989,
-157963,,,-5.849999999999994,
-158058,,415.3333333,,
-158067,,,-5.550000000000011,
-158171,,,-5.849999999999994,
-158205,187.5,,,
-158276,,,-5.150000000000006,
-158376,,,-5.349999999999994,
-158477,,,-5.75,
-158578,,,-4.449999999999989,
-158660,,410.1,,
-158679,,,-6.150000000000006,
-158780,,,-5.550000000000011,
-158881,,,-6.150000000000006,
-158989,,,-6.25,
-159097,,,-5.949999999999989,
-159206,,,-6.349999999999994,
-159315,,,-6.25,
-159388,,423.6666667,,
-159424,,,-5.849999999999994,
-159534,,,-7.449999999999989,
-159650,,,-6.550000000000011,
-159766,,,-6.449999999999989,
-159839,,413.0,,
-159882,,,-6.150000000000006,
-159997,,,-7.050000000000011,
-160113,,,-6.949999999999989,
-160229,,,-6.949999999999989,
-160349,,,-7.449999999999989,
-160371,,442.0,,
-160470,,,-6.849999999999994,
-160591,,,-7.75,
-160714,,,-7.050000000000011,
-160837,,,-7.349999999999994,
-160896,,410.9,,
-160960,,,-6.050000000000011,
-161071,,,-5.550000000000011,
-161183,,,-7.349999999999994,
-161295,,,-5.050000000000011,
-161401,,,-6.050000000000011,
-161415,,417.0,,
-161507,,,-5.75,
-161613,,,-5.650000000000006,
-161718,,,-5.349999999999994,
-161823,,,-5.849999999999994,
-161908,204.3,,,
-161928,,,-4.75,
-162023,,392.9,,
-162033,,,-5.949999999999989,
-162138,,,-5.949999999999989,
-162244,,,-5.849999999999994,
-162352,,,-5.849999999999994,
-162384,196.5,,,
-162460,,,-5.75,
-162569,,,-5.75,
-162599,,383.5,,
-162680,,,-6.349999999999994,
-162791,,,-5.949999999999989,
-162903,,,-6.849999999999994,
-163023,,,-7.349999999999994,
-163144,,,-6.25,
-163198,,423.8,,
-163265,,,-6.050000000000011,
-163389,,,-7.25,
-163513,,,-7.550000000000011,
-163637,,,-7.849999999999994,
-163775,,,-8.349999999999994,
-163782,,433.0,,
-163914,,,-8.050000000000011,
-164053,,,-7.25,
-164186,,,-7.550000000000011,
-164193,191.6,,,
-164319,,,-7.650000000000006,
-164359,,449.3,,
-164453,,,-7.449999999999989,
-164588,,,-7.150000000000006,
-164723,,,-8.050000000000011,
-164834,190.1,,,
-164858,,,-7.449999999999989,
-164956,,479.3333333,,
-164990,,,-7.550000000000011,
-165122,,,-6.650000000000006,
-165255,,,-7.050000000000011,
-165389,,,-7.650000000000006,
-165523,,,-7.25,
-165539,,495.3,,
-165658,,,-7.050000000000011,
-165794,,,-6.849999999999994,
-165930,,,-8.150000000000006,
-165964,186.7,,,
-166061,,495.9,,
-166066,,,-6.75,
-166196,,,-7.050000000000011,
-166326,,,-6.550000000000011,
-166457,,,-7.449999999999989,
-166542,,444.9,,
-166593,,,-7.25,
-166730,,,-7.150000000000006,
-166795,183.8,,,
-166867,,,-6.25,
-166993,,,-6.550000000000011,
-167050,,478.0,,
-167119,,,-6.449999999999989,
-167246,,,-6.449999999999989,
-167367,,,-5.449999999999989,
-167488,,,-5.849999999999994,
-167564,196.6,,,
-167602,,442.3,,
-167609,,,-6.849999999999994,
-167734,,,-6.349999999999994,
-167860,,,-6.050000000000011,
-167986,,,-5.25,
-168099,,,-5.650000000000006,
-168213,,447.5,-4.949999999999989,
-168327,,,-4.75,
-168442,,,-5.949999999999989,
-168557,,,-5.650000000000006,
-168672,,,-5.349999999999994,
-168791,,,-5.550000000000011,
-168816,,484.2,,
-168911,,,-6.650000000000006,
-169031,,,-6.050000000000011,
-169149,,,-5.349999999999994,
-169267,,,-5.449999999999989,
-169385,,,-5.349999999999994,
-169396,,480.0,,
-169505,,,-5.650000000000006,
-169626,,,-6.449999999999989,
-169747,,,-6.449999999999989,
-169871,,,-6.449999999999989,
-169989,197.8,,,
-169996,,,-5.550000000000011,
-170121,,,-5.449999999999989,
-170248,,,-6.849999999999994,
-170375,,,-6.550000000000011,
-170480,,433.0,,
-170503,,,-6.949999999999989,
-170637,,,-6.949999999999989,
-170772,,,-6.650000000000006,
-170907,,,-6.449999999999989,
-171040,,,-6.550000000000011,
-171173,,,-6.949999999999989,
-171188,,455.9,,
-171306,,,-6.75,
-171445,,,-7.25,
-171584,,,-7.25,
-171683,,427.3,,
-171724,,,-6.949999999999989,
-171859,,,-7.150000000000006,
-171994,,,-6.25,
-172129,,,-5.650000000000006,
-172236,,457.3,,
-172245,,,-5.449999999999989,
-172361,,,-4.849999999999994,
-172477,,,-5.550000000000011,
-172492,197.7,,,
-172588,,,-4.75,
-172699,,,-4.650000000000006,
-172788,,471.3333333,,
-172810,,,-5.650000000000006,
-172926,,,-4.949999999999989,
-173042,,,-5.949999999999989,
-173158,,,-5.550000000000011,
-173283,,,-6.25,
-173390,,466.1,,
-173408,,,-6.849999999999994,
-173533,,,-6.25,
-173663,,,-6.449999999999989,
-173793,,,-7.25,
-173883,196.0,,,
-173924,,,-6.25,
-174052,,,-6.949999999999989,
-174079,,499.0,,
-174181,,,-6.449999999999989,
-174310,,,-7.150000000000006,
-174445,,,-7.050000000000011,
-174581,,,-7.550000000000011,
-174717,,,-7.150000000000006,
-174724,,546.8,,
-174848,,,-6.949999999999989,
-174903,190.3,,,
-174979,,,-6.849999999999994,
-175110,,,-6.949999999999989,
-175238,,,-6.949999999999989,
-175301,,550.3333333,,
-175366,,,-6.849999999999994,
-175494,,,-6.449999999999989,
-175583,189.4,,,
-175615,,,-6.849999999999994,
-175737,,,-6.25,
-175779,190.1,,,
-175827,,541.6,,
-175859,,,-6.75,
-175982,,,-7.25,
-176105,,,-6.349999999999994,
-176229,,,-6.449999999999989,
-176351,,,-6.75,
-176470,,479.3333333,,
-176473,,,-6.949999999999989,
-176595,,,-7.75,
-176728,,,-7.75,
-176862,,,-8.050000000000011,
-176969,,482.5,,
-176996,,,-7.449999999999989,
-177124,,,-7.349999999999994,
-177252,,,-7.550000000000011,
-177381,,,-7.75,
-177504,,,-7.150000000000006,
-177626,,451.9,,
-177627,,,-6.550000000000011,
-177750,,,-6.949999999999989,
-177861,,,-5.75,
-177923,207.7,,,
-177972,,,-5.650000000000006,
-178083,,,-4.75,
-178185,,,-5.150000000000006,
-178269,,489.9,,
-178287,,,-5.650000000000006,
-178390,,,-5.050000000000011,
-178496,,,-5.449999999999989,
-178603,,,-6.650000000000006,
-178710,,,-4.650000000000006,
-178805,,,-4.550000000000011,
-178901,,,-4.25,
-178997,,,-5.050000000000011,
-179069,,496.3333333,,
-179096,,,-4.650000000000006,
-179195,,,-5.150000000000006,
-179294,,,-5.349999999999994,
-179352,213.2,,,
-179395,,,-5.550000000000011,
-179497,,,-4.75,
-179599,,,-5.849999999999994,
-179614,,495.9,,
-179704,,,-5.75,
-179810,,,-5.849999999999994,
-179916,,,-6.25,
-180031,,,-6.849999999999994,
-180146,,,-7.150000000000006,
-180246,217.7,,,
-180261,,,-6.949999999999989,
-180323,,527.6666667,,
-180381,,,-7.449999999999989,
-180502,,,-7.650000000000006,
-180623,,,-7.050000000000011,
-180737,,,-5.949999999999989,
-180851,,,-7.449999999999989,
-180964,,529.9,,
-180965,,,-7.25,
-181080,,,-6.349999999999994,
-181195,,,-7.150000000000006,
-181308,198.1,,,
-181310,,,-7.449999999999989,
-181431,,,-7.550000000000011,
-181552,,,-7.550000000000011,
-181673,,,-7.050000000000011,
-181766,,532.0,,
-181791,,,-7.349999999999994,
-181909,,,-7.150000000000006,
-182027,,,-7.849999999999994,
-182144,,,-7.650000000000006,
-182257,,513.9,,
-182262,,,-6.150000000000006,
-182380,,,-7.050000000000011,
-182421,199.7,,,
-182501,,,-8.050000000000011,
-182622,,,-7.449999999999989,
-182743,,,-7.349999999999994,
-182867,,,-7.75,
-182905,,475.6666667,,
-182991,,,-8.050000000000011,
-183115,,,-6.75,
-183233,,,-7.150000000000006,
-183352,,,-7.75,
-183471,,,-7.25,
-183592,,458.7,-7.449999999999989,
-183713,,,-7.449999999999989,
-183834,,,-7.75,
-183956,,,-7.050000000000011,
-184079,,,-7.75,
-184202,,,-8.150000000000006,
-184255,,447.2,,
-184327,,,-7.75,
-184452,,,-7.25,
-184461,203.4,,,
-184578,,,-7.550000000000011,
-184702,,,-7.349999999999994,
-184826,,,-7.949999999999989,
-184950,,,-7.75,
-184962,,436.5,,
-185077,,,-7.449999999999989,
-185204,,,-8.150000000000006,
-185331,,,-7.650000000000006,
-185452,,,-7.349999999999994,
-185465,,446.0,,
-185573,,,-6.849999999999994,
-185695,,,-6.550000000000011,
-185815,,,-7.550000000000011,
-185935,,,-7.449999999999989,
-185981,,461.85,,
-186056,,,-7.25,
-186177,,,-7.349999999999994,
-186298,,,-6.949999999999989,
-186420,,,-6.849999999999994,
-186487,210.7,,,
-186537,,,-6.849999999999994,
-186546,,425.0,,
-186654,,,-6.650000000000006,
-186772,,,-5.449999999999989,
-186880,,,-6.349999999999994,
-186988,,,-5.550000000000011,
-187072,,423.3,,
-187097,,,-6.050000000000011,
-187206,,,-5.849999999999994,
-187315,,,-5.650000000000006,
-187424,,,-5.650000000000006,
-187525,,,-4.650000000000006,
-187626,,,-4.650000000000006,
-187650,,432.3333333,,
-187728,,,-4.949999999999989,
-187824,,,-4.150000000000006,
-187856,231.3,,,
-187920,,,-4.050000000000011,
-188017,,,-3.4499999999999886,
-188104,,,-2.8499999999999943,
-188191,,,-3.3499999999999943,
-188279,,,-3.0500000000000114,
-188309,,470.0,,
-188374,,,-4.75,
-188470,,,-4.75,
-188566,,,-4.75,
-188669,,,-4.650000000000006,
-188772,,,-5.650000000000006,
-188876,,,-5.150000000000006,
-188983,,,-5.550000000000011,
-189091,,,-5.75,
-189120,,471.0,,
-189199,,,-4.550000000000011,
-189302,,,-5.25,
-189304,231.4,,,
-189405,,,-5.25,
-189509,,,-5.849999999999994,
-189619,,,-5.849999999999994,
-189652,,495.5,,
-189729,,,-5.349999999999994,
-189839,,,-5.650000000000006,
-189952,,,-5.75,
-190014,220.3,,,
-190066,,,-6.550000000000011,
-190150,,511.9,,
-190180,,,-5.449999999999989,
-190292,,,-5.849999999999994,
-190405,,,-6.150000000000006,
-190518,,,-7.150000000000006,
-190641,,,-7.150000000000006,
-190741,,502.8,,
-190765,,,-6.25,
-190889,,,-7.25,
-191010,,,-6.150000000000006,
-191124,218.0,,,
-191131,,,-6.349999999999994,
-191252,,,-6.449999999999989,
-191329,,493.3333333,,
-191369,,,-5.949999999999989,
-191486,,,-6.150000000000006,
-191603,,,-5.449999999999989,
-191714,,,-6.150000000000006,
-191825,,,-4.650000000000006,
-191937,,,-4.75,
-191965,,472.1,,
-192036,,,-3.75,
-192136,,,-4.150000000000006,
-192236,,,-3.9499999999999886,
-192339,,,-4.050000000000011,
-192442,,,-5.75,
-192545,,,-5.25,
-192550,,487.6666667,,
-192659,,,-5.849999999999994,
-192773,,,-5.449999999999989,
-192888,,,-5.25,
-193000,,,-4.650000000000006,
-193112,,530.1,-5.849999999999994,
-193176,226.5,,,
-193225,,,-6.75,
-193348,,,-5.849999999999994,
-193471,,,-6.050000000000011,
-193595,,,-5.849999999999994,
-193655,,534.0,,
-193716,,,-6.25,
-193837,,,-5.550000000000011,
-193849,220.0,,,
-193959,,,-6.550000000000011,
-194082,,,-5.25,
-194154,,548.0,,
-194205,,,-6.150000000000006,
-194328,,,-5.550000000000011,
-194446,,,-5.550000000000011,
-194565,,,-5.349999999999994,
-194666,,564.3333333,,
-194684,,,-5.050000000000011,
-194801,,,-5.949999999999989,
-194918,,,-4.75,
-195035,,,-4.25,
-195145,,,-4.75,
-195165,,588.8,,
-195255,,,-4.449999999999989,
-195365,,,-4.75,
-195468,,,-3.0500000000000114,
-195571,,,-3.6500000000000057,
-195632,,579.4,,
-195637,226.4,,,
-195675,,,-4.550000000000011,
-195784,,,-4.349999999999994,
-195894,,,-4.349999999999994,
-196004,,,-3.25,
-196085,,598.4,,
-196109,,,-4.349999999999994,
-196214,,,-3.6500000000000057,
-196319,,,-4.150000000000006,
-196377,241.2,,,
-196423,,,-2.9499999999999886,
-196515,,609.3333333,,
-196527,,,-4.25,
-196632,,,-4.050000000000011,
-196736,,,-3.6500000000000057,
-196841,,,-3.4499999999999886,
-196946,,,-3.3499999999999943,
-196953,,667.5,,
-196988,242.6,,,
-197044,,,-3.1500000000000057,
-197142,,,-2.6500000000000057,
-197241,,,-2.8499999999999943,
-197338,,,-3.0500000000000114,
-197400,,627.3333333,,
-197435,,,-3.0500000000000114,
-197533,,,-1.75,
-197624,,,-2.25,
-197715,,,-2.5500000000000114,
-197807,,,-2.3499999999999943,
-197899,,,-2.3499999999999943,
-197991,,,-2.1500000000000057,
-198083,,,-1.6500000000000057,
-198174,,,-2.0500000000000114,
-198265,,,-2.8499999999999943,
-198356,,,-2.0500000000000114,
-198398,,539.0,,
-198444,,,-2.1500000000000057,
-198532,,,-1.1500000000000057,
-198621,,,-0.5500000000000114,
-198707,,,-1.75,
-198791,,529.7,,
-198793,,,-2.3499999999999943,
-198880,,,-1.9499999999999886,
-198968,,,-1.6500000000000057,
-199056,,,-1.6500000000000057,
-199145,,,-1.8499999999999943,
-199233,,,-1.4499999999999886,
-199321,,,-1.9499999999999886,
-199343,,538.6666667,,
-199409,,,-1.6500000000000057,
-199498,,,-1.75,
-199587,,,-2.0500000000000114,
-199677,,,-2.1500000000000057,
-199708,,541.3,,
-199762,,,-0.8499999999999943,
-199802,250.9,,,
-199848,,,-1.1500000000000057,
-199934,,,-1.3499999999999943,
-200020,,,-1.75,
-200106,,,-1.0500000000000114,
-200193,,,-1.9499999999999886,
-200213,,466.3,,
-200284,,,-2.0500000000000114,
-200375,,,-1.9499999999999886,
-200466,,,-1.9499999999999886,
-200554,,,-1.75,
-200643,,,-1.1500000000000057,
-200725,,489.4,,
-200732,,,-1.6500000000000057,
-200794,239.1,,,
-200820,,,-1.5500000000000114,
-200909,,,-1.6500000000000057,
-200998,,,-1.75,
-201087,,,-0.8499999999999943,
-201176,,,-2.5500000000000114,
-201266,,,-2.0500000000000114,
-201301,,435.6666667,,
-201354,,,-1.25,
-201442,,,-1.25,
-201531,,,-1.1500000000000057,
-201621,,,-1.9499999999999886,
-201712,,,-2.3499999999999943,
-201803,,,-2.3499999999999943,
-201846,,493.0,,
-201892,247.6,,,
-201900,,,-2.6500000000000057,
-201997,,,-2.3499999999999943,
-202094,,,-3.3499999999999943,
-202198,,,-3.1500000000000057,
-202302,,,-3.1500000000000057,
-202401,,462.0,,
-202406,,,-2.6500000000000057,
-202510,,,-3.1500000000000057,
-202614,,,-3.75,
-202719,,,-3.5500000000000114,
-202827,,,-3.0500000000000114,
-202936,,487.7,-4.150000000000006,
-203045,,,-4.349999999999994,
-203159,,,-4.150000000000006,
-203253,244.4,,,
-203273,,,-3.6500000000000057,
-203387,,,-4.75,
-203425,,490.0,,
-203501,,,-3.5500000000000114,
-203615,,,-4.25,
-203625,231.9,,,
-203730,,,-4.25,
-203842,,,-3.9499999999999886,
-203931,,505.5,,
-203955,,,-3.6500000000000057,
-203994,232.2,,,
-204068,,,-4.650000000000006,
-204182,,,-4.25,
-204296,,,-3.5500000000000114,
-204401,,487.0,,
-204409,228.6,,,
-204410,,,-3.8499999999999943,
-204517,,,-3.8499999999999943,
-204624,,,-2.8499999999999943,
-204732,,,-3.4499999999999886,
-204840,,,-4.050000000000011,
-204902,,499.2,,
-204946,226.3,,,
-204948,,,-3.4499999999999886,
-205057,,,-2.8499999999999943,
-205159,,,-3.1500000000000057,
-205261,,,-2.8499999999999943,
-205290,229.4,,,
-205364,,,-2.9499999999999886,
-205390,,512.6,,
